"National
Dex","Pokemon
Name",Generation,Type,"Kanto Dex #
(RBYFRLG)","Kanto Dex #
(LGPE)","New Dex #
(GSC)","Johto Dex #
(HGSS)","Hoenn Dex #
(RSE)","Hoenn Dex #
(ORAS)","Sinnoh Dex #
(DPBDSP)","Sinnoh Dex #
(Pt)","Unova Dex #
(BW)","Unova Dex #
(B2W2)","Central Kalos Dex #
(XY)","Coastal Kalos Dex #
(XY)","Mount Kalos Dex #
(XY)","Alola Dex #
(SM)","Melemele Dex #
(SM)","Akala Dex #
(SM)","Ula'ula Dex #
(SM)","Poni Dex #
(SM)","Alola Dex #
(USUM)","Melemele Dex #
(USUM)","Akala Dex #
(USUM)","Ula'ula Dex #
(USUM)","Poni Dex #
(USUM)","Galar Dex #
(SwSh)","Isle of Armor Dex #
(SwSh)","Crown Tund Dex #
(SwSh)","Hisui Dex #
(LA)","Paldea Dex #
(SV)",Kitakami Dex # (SV),Blueberry Dex # (SV),HP,Attack,Defense,"Special
Attack","Special
Defense",Speed,Total,Type I,Type II,Ability I,Ability II,Hidden Ability,Height (ft),Height (m),Weight (lbs),Weight (kg),HP EVs,Attcak EVs,Defense EVs,Special Attack EVs,Special Defense EVs,Speed EVs,"Experience
Value",Catch Rate,"Experience
Growth",Base Friendship,Pokedex Color,Gender Ratio,Egg Cycles,Egg Group I,Egg Group II,"Evolution
Method"
860,Morgrem,8,,,,,,,,,,,,,,,,,,,,,,,,,239,,38,,286,191,,65,60,45,75,55,70,370,Dark,Fairy,Prankster,Frisk,Pickpocket,"2'07""","0,8","27,6","12,5",,,,2,,,130,120,Med Fast,50,Pink,M (100%),20,Fairy,Human-Like,Lv. 42
861,Grimmsnarl,8,,,,,,,,,,,,,,,,,,,,,,,,,240,,39,,287,192,,95,120,65,95,75,60,510,Dark,Fairy,Prankster,Frisk,Pickpocket,"4'11""","1,5","134,5",61,,3,,,,,255,45,Med Fast,50,Purple,M (100%),20,Fairy,Human-Like,
862,Obstagoon,8,,,,,,,,,,,,,,,,,,,,,,,,,33,,73,,,,,93,90,101,60,81,95,520,Dark,Normal,Reckless,Guts,Defiant,"5'03""","1,6","101,4",46,,,3,,,,260,45,Med Fast,50,Gray,Neutral,15,Field,,
863,Perrserker,8,,,,,,,,,,,,,,,,,,,,,,,,,183,,,,,,,70,110,100,50,60,50,440,Steel,,Battle Armor,Tough Claws,Steely Spirit,"2'07""","0,8","61,7",28,,2,,,,,154,90,Med Fast,50,Brown,Neutral,20,Field,,
864,Cursola,8,,,,,,,,,,,,,,,,,,,,,,,,,237,,,,,,,60,95,50,145,130,30,510,Ghost,,Weak Armor,,Perish Body,"3'03""",1,"0,9","0,4",,,,2,,,179,30,Fast,50,White,F (75%),20,Water 1,Water 3,
865,Sirfetch'd,8,,,,,,,,,,,,,,,,,,,,,,,,,219,,,,,,,62,135,95,68,82,65,507,Fighting,,Steadfast,,Scrappy,"2'07""","0,8","257,9",117,,2,,,,,177,45,Med Fast,50,White,Neutral,20,Flying,Field,
866,Mr. Rime,8,,,,,,,,,,,,,,,,,,,,,,,,,366,,12,,,,,80,85,75,110,100,70,520,Ice,Psychic,Tangled Feet,Screen Cleaner,Ice Body,"4'11""","1,5","128,3","58,2",,,,3,,,182,45,Med Fast,50,Purple,Neutral,25,Human-Like,,
867,Runerigus,8,,,,,,,,,,,,,,,,,,,,,,,,,328,,,,,,,58,95,145,50,105,30,483,Ground,Ghost,Wandering Spirit,,,"5'03""","1,6","146,8","66,6",,,2,,,,169,90,Med Fast,50,Gray,Neutral,25,Mineral,Amorphous,
868,Milcery,8,,,,,,,,,,,,,,,,,,,,,,,,,185,,,,,,42,45,40,40,50,61,34,270,Fairy,,Sweet Veil,,Aroma Veil,"0'08""","0,2","0,7","0,3",,,,,1,,54,200,Med Fast,50,White,F (100%),20,Fairy,Amorphous,Spin in Overworld (Holding Sweet)
869,Alcremie (VaCr/SaCr),8,,,,,,,,,,,,,,,,,,,,,,,,,186,,,,,,43,65,60,75,110,121,64,495,Fairy,,Sweet Veil,,Aroma Veil,"1'00""","0,3","1,1","0,5",,,,,2,,173,100,Med Fast,50,White,F (100%),20,Fairy,Amorphous,
"869,1",Alcremie (RuCr),8,,,,,,,,,,,,,,,,,,,,,,,,,186,,,,,,43,65,60,75,110,121,64,495,Fairy,,Sweet Veil,,Aroma Veil,"1'00""","0,3","1,1","0,5",,,,,2,,173,100,Med Fast,50,Pink,F (100%),20,Fairy,Amorphous,
"869,2",Alcremie (MaCr),8,,,,,,,,,,,,,,,,,,,,,,,,,186,,,,,,43,65,60,75,110,121,64,495,Fairy,,Sweet Veil,,Aroma Veil,"1'00""","0,3","1,1","0,5",,,,,2,,173,100,Med Fast,50,Green,F (100%),20,Fairy,Amorphous,
"869,3",Alcremie (MiCr),8,,,,,,,,,,,,,,,,,,,,,,,,,186,,,,,,43,65,60,75,110,121,64,495,Fairy,,Sweet Veil,,Aroma Veil,"1'00""","0,3","1,1","0,5",,,,,2,,173,100,Med Fast,50,Blue,F (100%),20,Fairy,Amorphous,
"869,4",Alcremie (LeCr/RuSw/RaSw),8,,,,,,,,,,,,,,,,,,,,,,,,,186,,,,,,43,65,60,75,110,121,64,495,Fairy,,Sweet Veil,,Aroma Veil,"1'00""","0,3","1,1","0,5",,,,,2,,173,100,Med Fast,50,Yellow,F (100%),20,Fairy,Amorphous,
"869,7",Alcremie (CaSw),8,,,,,,,,,,,,,,,,,,,,,,,,,186,,,,,,43,65,60,75,110,121,64,495,Fairy,,Sweet Veil,,Aroma Veil,"1'00""","0,3","1,1","0,5",,,,,2,,173,100,Med Fast,50,Brown,F (100%),20,Fairy,Amorphous,
870,Falinks,8,,,,,,,,,,,,,,,,,,,,,,,,,345,,,,300,,,65,100,100,70,60,75,470,Fighting,,Battle Armor,,Defiant,"9'10""",3,"136,7",62,,2,,,1,,165,45,Med Fast,50,Yellow,None,25,Fairy,Mineral,
871,Pincurchin,8,,,,,,,,,,,,,,,,,,,,,,,,,353,126,158,,321,,,48,101,95,91,85,15,435,Electric,,Lightningrod,,Electric Surge,"1'00""","0,3","2,2",1,,2,,,,,152,75,Med Fast,50,Purple,Neutral,20,Water 1,Amorphous,
872,Snom,8,,,,,,,,,,,,,,,,,,,,,,,,,349,,1,,350,,,30,25,35,45,30,20,185,Ice,Bug,Shield Dust,,Ice Scales,"1'00""","0,3","8,4","3,8",,,,1,,,37,190,Med Fast,50,White,Neutral,20,Bug,,Friendship (Night)
873,Frosmoth,8,,,,,,,,,,,,,,,,,,,,,,,,,350,,2,,351,,,70,65,60,125,90,65,475,Ice,Bug,Shield Dust,,Ice Scales,"4'03""","1,3","92,6",42,,,,2,,,166,75,Med Fast,50,White,Neutral,20,Bug,,
874,Stonjourner,8,,,,,,,,,,,,,,,,,,,,,,,,,369,,89,,319,,,100,125,135,20,20,70,470,Rock,,Power Spot,,,"8'02""","2,5","1146,4",520,,,2,,,,165,60,Slow,50,Gray,Neutral,25,Mineral,,
875,Eiscue (Ice Face),8,,,,,,,,,,,,,,,,,,,,,,,,,370,,90,,320,,,75,80,110,65,90,50,470,Ice,,Ice Face,,,"4'07""","1,4","196,2",89,,,2,,,,165,60,Slow,50,Blue,Neutral,25,Water 1,Field,
"875,1",Eiscue (No Ice Face),8,,,,,,,,,,,,,,,,,,,,,,,,,370,,90,,320,,,75,80,70,65,50,130,470,Ice,,Ice Face,,,"4'07""","1,4","196,2",89,,,2,,,,165,60,Slow,50,Blue,Neutral,25,Water 1,Field,
876,Indeedee (Male),8,,,,,,,,,,,,,,,,,,,,,,,,,337,,171,,241,193,,60,65,55,105,95,95,475,Psychic,Normal,Inner Focus,Synchronize,Psychic Surge,"2'11""","0,9","61,7",28,,,,2,,,166,30,Fast,140,Purple,Neutral,40,Fairy,,
"876,1",Indeedee (Female),8,,,,,,,,,,,,,,,,,,,,,,,,,337,,171,,241,193,,70,55,65,95,105,85,475,Psychic,Normal,Own Tempo,Synchronize,Psychic Surge,"2'11""","0,9","61,7",28,,,,,2,,166,30,Fast,140,Purple,Neutral,40,Fairy,,
877,Morpeko (Full Belly),8,,,,,,,,,,,,,,,,,,,,,,,,,344,104,157,,,95,,58,95,58,70,58,97,436,Electric,Dark,Hunger Switch,,,"1'00""","0,3","6,6",3,,,,,,2,153,180,Med Fast,50,Yellow,Neutral,10,Field,Fairy,
"877,1",Morpeko (Hangry),8,,,,,,,,,,,,,,,,,,,,,,,,,344,104,157,,,95,,58,95,58,70,58,97,436,Electric,Dark,Hunger Switch,,,"1'00""","0,3","6,6",3,,,,,,2,153,180,Med Fast,50,Purple,Neutral,10,Field,Fairy,
878,Cufant,8,,,,,,,,,,,,,,,,,,,,,,,,,302,,108,,124,,,72,80,49,40,49,40,330,Steel,,Sheer Force,,Heavy Metal,"3'11""","1,2","220,5",100,,1,,,,,66,190,Med Fast,50,Yellow,Neutral,25,Field,Mineral,Lv. 34
879,Copperajah,8,,,,,,,,,,,,,,,,,,,,,,,,,303,,109,,125,,,122,130,69,80,69,30,500,Steel,,Sheer Force,,Heavy Metal,"9'10""",3,1433,650,,2,,,,,175,90,Med Fast,50,Green,Neutral,25,Field,Mineral,
880,Dracozolt,8,Fossil,,,,,,,,,,,,,,,,,,,,,,,,374,,,,,,,90,100,90,80,70,75,505,Electric,Dragon,Volt Absorb,Hustle,Sand Rush,"5'11""","1,8","418,9",190,,2,,,,,177,45,Slow,50,Green,None,35,Undiscovered,,
881,Arctozolt,8,Fossil,,,,,,,,,,,,,,,,,,,,,,,,375,,,,,,,90,100,90,90,80,55,505,Electric,Ice,Volt Absorb,Static,Slush Rush,"7'07""","2,3","330,7",150,,2,,,,,177,45,Slow,50,Blue,None,35,Undiscovered,,
882,Dracovish,8,Fossil,,,,,,,,,,,,,,,,,,,,,,,,376,,,,,,,90,90,100,70,80,75,505,Water,Dragon,Water Absorb,Strong Jaw ,Sand Rush,"7'07""","2,3",474,215,,,2,,,,177,45,Slow,50,Green,None,35,Undiscovered,,
883,Arctovish,8,Fossil,,,,,,,,,,,,,,,,,,,,,,,,377,,,,,,,90,90,100,80,90,55,505,Water,Ice,Water Absorb,Ice Body,Slush Rush,"6'07""",2,"385,8",175,,,2,,,,177,45,Slow,50,Blue,None,35,Undiscovered,,
884,Duraludon,8,,,,,,,,,,,,,,,,,,,,,,,,,371,,,,,,161,70,95,115,120,50,85,535,Steel,Dragon,Light Metal,Heavy Metal,Stalwart,"5'11""","1,8","88,2",40,,,,2,,,187,45,Med Fast,50,White,Neutral,30,Mineral,Dragon,
885,Dreepy,8,Pseudo Legendary,,,,,,,,,,,,,,,,,,,,,,,,395,,110,,305,,,28,60,30,40,30,82,270,Dragon,Ghost,Clear Body,Infiltrator,Cursed Body,"1'08""","0,5","4,4",2,,,,,,1,54,45,Slow,50,Green,Neutral,40,Amorphous,Dragon,Lv. 50
886,Drakloak,8,Pseudo Legendary,,,,,,,,,,,,,,,,,,,,,,,,396,,111,,306,,,68,80,50,60,50,102,410,Dragon,Ghost,Clear Body,Infiltrator,Cursed Body,"4'07""","1,4","24,3",11,,,,,,2,144,45,Slow,50,Green,Neutral,40,Amorphous,Dragon,Lv. 60
887,Dragapult,8,Pseudo Legendary,,,,,,,,,,,,,,,,,,,,,,,,397,,112,,307,,,88,120,75,100,75,142,600,Dragon,Ghost,Clear Body,Infiltrator,Cursed Body,"9'10""",3,"110,2",50,,,,,,3,300,45,Slow,50,Green,Neutral,40,Amorphous,Dragon,
888,Zacian (Hero),8,Special,,,,,,,,,,,,,,,,,,,,,,,,398,,,,,,,92,120,115,80,115,138,660,Fairy,,Intrepid Sword,,,"9'02""","2,8","242,5",110,,,,,,3,335,10,Slow,0,Blue,None,120,Undiscovered,,
"888,1",Zacian (Crowned),8,Special,,,,,,,,,,,,,,,,,,,,,,,,398,,,,,,,92,150,115,80,115,148,700,Fairy,Steel,Intrepid Sword,,,"9'02""","2,8","782,6",355,,,,,,3,360,10,Slow,0,Blue,None,120,Undiscovered,,
889,Zamazenta (Hero),8,Special,,,,,,,,,,,,,,,,,,,,,,,,399,,,,,,,92,120,115,80,115,138,660,Fighting,,Dauntless Shield,,,"9'06""","2,9",463,210,,,,,,3,335,10,Slow,0,Red,None,120,Undiscovered,,
"889,1",Zamazenta (Crowned),8,Special,,,,,,,,,,,,,,,,,,,,,,,,399,,,,,,,92,120,140,80,140,128,700,Fighting,Steel,Dauntless Shield,,,"9'06""","2,9","1730,6",785,,,,,,3,360,10,Slow,0,Red,None,120,Undiscovered,,
890,Eternatus,8,Special,,,,,,,,,,,,,,,,,,,,,,,,400,,,,,,,140,85,95,145,95,130,690,Poison,Dragon,Pressure,,,"65'07""",20,"2094,4",950,3,,,,,,345,255,Slow,0,Purple,None,120,Undiscovered,,
891,Kubfu,8,Legendary,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,60,90,60,53,50,72,385,Fighting,,Inner Focus,,,"2'00""","0,6","26,5",12,,1,,,,,77,3,Slow,50,Gray,M (87.5%),120,Undiscovered,,Scroll of Darkness/Scroll of Water
892,Urshifu (Single Strike),8,Legendary,,,,,,,,,,,,,,,,,,,,,,,,,101,,,,,,100,130,100,63,60,97,550,Fighting,Dark,Unseen Fist,,,"6'03""","1,9","231,5",105,,3,,,,,275,3,Slow,50,Gray,M (87.5%),120,Undiscovered,,
"892,1",Urshifu (Rapid Strike),8,Legendary,,,,,,,,,,,,,,,,,,,,,,,,,101,,,,,,100,130,100,63,60,97,550,Fighting,Water,Unseen Fist,,,"6'03""","1,9","231,5",105,,3,,,,,275,3,Slow,50,Gray,M (87.5%),120,Undiscovered,,
893,Zarude,8,Mythical,,,,,,,,,,,,,,,,,,,,,,,,,211,,,,,,105,120,105,70,95,105,600,Dark,Grass,Leaf Guard ,,,"5'11""","1,8","154,3",70,,3,,,,,300,3,Slow,0,Black,None,120,Undiscovered,,
894,Regieleki,8,Legendary,,,,,,,,,,,,,,,,,,,,,,,,,,200,,,,,80,100,50,100,50,200,580,Electric,,Transistor,,,"3'11""","1,2","319,7",145,,,,,,3,290,3,Slow,35,Yellow,None,120,Undiscovered,,
895,Regidrago,8,Legendary,,,,,,,,,,,,,,,,,,,,,,,,,,201,,,,,200,100,50,100,50,80,580,Dragon,,Dragon's Maw,,,"6'11""","2,1","440,9",200,3,,,,,,290,3,Slow,35,Green,None,120,Undiscovered,,
896,Glastrier,8,Legendary,,,,,,,,,,,,,,,,,,,,,,,,,,208,,,,,100,145,130,65,110,30,580,Ice,,Chilling Neigh,,,"7'03""","2,2","1763,7",800,,3,,,,,290,3,Slow,35,White,None,120,Undiscovered,,
897,Spectrier,8,Legendary,,,,,,,,,,,,,,,,,,,,,,,,,,209,,,,,100,65,60,145,80,130,580,Ghost,,Grim Neigh,,,"6'07""",2,"98,1","44,5",,,,3,,,290,3,Slow,35,Black,None,120,Undiscovered,,
898,Calyrex,8,Special,,,,,,,,,,,,,,,,,,,,,,,,,,210,,,,,100,80,80,80,80,80,500,Psychic,Grass,Unnerve,,,"3'07""","1,1",17,"7,7",3,,,,,,250,3,Slow,100,Green,None,120,Undiscovered,,
"898,1",Calyrex (Ice Rider),8,Special,,,,,,,,,,,,,,,,,,,,,,,,,,210,,,,,100,165,150,85,130,50,680,Psychic,Ice,As One,,,"7'10""","2,4","1783,8","809,1",,3,,,,,340,3,Slow,100,White,None,120,Undiscovered,,
"898,2",Calyrex (Shadow Rider),8,Special,,,,,,,,,,,,,,,,,,,,,,,,,,210,,,,,100,85,80,165,100,150,680,Psychic,Ghost,As One,,,"7'10""","2,4","118,2","53,6",,,,3,,,340,3,Slow,100,Black,None,120,Undiscovered,,
899,Wyrdeer,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,103,105,72,105,75,65,525,Normal,Psychic,Intimidate,Frisk,Sap Sipper,"5'11""","1,8","209,7","95,1",,1,,,,,,,Slow,,Gray,Neutral,,Field,,
900,Kleavor,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,,,21,70,130,95,45,75,85,500,Bug,Rock,Swarm,Sheer Force,Sharpness,"5'11""","1,8","196,2",89,,2,,,,,,,Med Fast,,Brown,Neutral,,Bug,,
901,Ursaluna,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,,,,130,140,105,45,80,50,550,Ground,Normal,Guts,Bulletproof,Unnerve,"7'10""","2,4","639,3",290,,3,,,,,,75,Med Fast,,Brown,Neutral,20,Field,,
"901,1",Ursaluna (Bloodmoon),9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196,,113,70,120,135,65,52,555,Ground,Normal,Mind's Eye,,,"8'10""","2,7","727,5",333,,,,3,,,275,20,Med Fast,50,Brown,Neutral,20,Field,,
902,Basculegion (Male),8,,,,,,,,,,,,,,,,,,,,,,,,,,,,167,,195,,120,112,65,80,75,78,530,Water,Ghost,Swift Swim,Adaptability,Mold Breaker,"9'10""",3,"242,5",110,2,,,,,,,,Med Fast,,Green,M (100%),,Water 2,,
"902,1",Basculegion (Female),8,,,,,,,,,,,,,,,,,,,,,,,,,,,,167,,195,,120,92,65,100,75,78,530,Water,Ghost,Swift Swim,Adaptability,Mold Breaker,"9'10""",3,"242,5",110,2,,,,,,,,Med Fast,,Green,F (100%),,Water 2,,
903,Sneasler,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,203,,,,80,130,60,40,80,120,510,Fighting,Poison,Pressure,Unburden,Poison Touch,"4'03""","1,3","94,8",43,,1,,,,1,,135,Med Slow,,Blue,Neutral,20,Field,,
904,Overqwil,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,,147,85,115,95,65,65,85,510,Dark,Poison,Poison Point,Swift Swim,Intimidate,"8'02""","2,5","133,4","60,5",,1,,,,,,135,Med Fast,,Black,Neutral,20,Water 2,,
905,Enamorus (Incarnate),8,Legendary,,,,,,,,,,,,,,,,,,,,,,,,,,,234,,,,74,115,70,135,80,106,580,Fairy,Flying,Healer,,Contrary,"5'03""","1,6","105,8",48,,,,3,,,,,Slow,,Pink,F (100%),120,Undiscovered,,
"905,1",Enamorus (Therian),8,Legendary,,,,,,,,,,,,,,,,,,,,,,,,,,,234,,,,74,115,110,135,100,46,580,Fairy,Flying,Overcoat,,,"5'03""","1,6","105,8",48,,3,,,,,,,Slow,,Pink,F (100%),120,Undiscovered,,
906,Sprigatito,9,Starter,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,40,61,54,45,45,65,310,Grass,,Overgrow,,Protean,"1'04""","0,4",9,"4,1",,,,,,1,62,45,Med Slow,50,Green,M (87.5%),20,Field,Grass,Lv. 16
907,Floragato,9,Starter,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,61,80,63,60,63,83,410,Grass,,Overgrow,,Protean,"2'11""","0,9","26,9","12,2",,,,,,2,144,45,Med Slow,50,Green,M (87.5%),20,Field,Grass,Lv. 36
908,Meowscarada,9,Starter,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,76,110,70,81,70,123,530,Grass,Dark,Overgrow,,Protean,"4'11""","1,5","68,8","31,2",,,,,,3,265,45,Med Slow,50,Green,M (87.5%),20,Field,Grass,
909,Fuecoco,9,Starter,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,67,45,59,63,40,36,310,Fire,,Blaze,,Unaware,"1'04""","0,4","21,6","9,8",1,,,,,,62,45,Med Slow,50,Red,M (87.5%),20,Field,,Lv. 16
910,Crocalor,9,Starter,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,81,55,78,90,58,49,411,Fire,,Blaze,,Unaware,"3'03""",1,"67,7","30,7",,,,2,,,144,45,Med Slow,50,Red,M (87.5%),20,Field,,Lv. 36
911,Skeledirge,9,Starter,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,104,75,100,110,75,66,530,Fire,Ghost,Blaze,,Unaware,"5'03""","1,6","719,8","326,5",,,,3,,,265,45,Med Slow,50,Red,M (87.5%),20,Field,,
912,Quaxly,9,Starter,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,55,65,45,50,45,50,310,Water,,Torrent,,Moxie,"1'08""","0,5","13,4","6,1",,1,,,,,62,45,Med Slow,50,White,M (87.5%),20,Flying,Water 1,Lv. 16
913,Quaxwell,9,Starter,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,70,85,65,65,60,65,410,Water,,Torrent,,Moxie,"3'11""","1,2","47,4","21,5",,2,,,,,144,45,Med Slow,50,Blue,M (87.5%),20,Flying,Water 1,Lv. 36
914,Quaquaval,9,Starter,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,85,120,80,85,75,85,530,Water,Fighting,Torrent,,Moxie,"5'11""","1,8","136,5","61,9",,3,,,,,265,45,Med Slow,50,Blue,M (87.5%),20,Flying,Water 1,
915,Lechonk,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,54,45,40,35,45,35,254,Normal,,Aroma Veil,Gluttony,Thick Fat,"1'08""","0,5","22,5","10,2",1,,,,,,51,255,Med Fast,50,Gray,Neutral,15,Field,,Lv. 18
916,Oinkologne (Male),9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,110,100,75,59,80,65,489,Normal,,Lingering Aroma,Gluttony,Thick Fat,"3'03""",1,"264,6",120,2,,,,,,171,100,Med Fast,50,Gray,M (100%),15,Field,,
"916,1",Oinkologne (Female),9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,115,90,70,59,90,65,489,Normal,,Aroma Veil,Gluttony,Thick Fat,"3'03""",1,"264,6",120,2,,,,,,171,100,Med Fast,50,Brown,F (100%),15,,,
917,Tarountula,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,35,41,45,29,40,20,210,Bug,,Insomnia,,Stakeout,"1'00""","0,3","8,8",4,,,1,,,,42,255,Erratic,50,White,Neutral,15,Bug,,Lv. 15
918,Spidops,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,60,79,92,52,86,35,404,Bug,,Insomnia,,Stakeout,"3'03""",1,"36,4","16,5",,,2,,,,141,120,Erratic,50,Green,Neutral,15,Bug,,
919,Nymble,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,33,46,40,21,25,45,210,Bug,,Swarm,,Tinted Lens,"0'08""","0,2","2,2",1,,1,,,,,42,190,Med Fast,20,Gray,Neutral,20,Bug,,Lv. 24
920,Lokix,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,71,102,78,52,55,92,450,Bug,Dark,Swarm,,Tinted Lens,"3'03""",1,"38,6","17,5",,2,,,,,158,30,Med Fast,0,Gray,Neutral,20,Bug,,
921,Pawmi,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,45,50,20,40,25,60,240,Electric,,Static,Natural Cure,Iron Fist,"1'00""","0,3","5,5","2,5",,,,,,1,48,190,Med Fast,50,Yellow,Neutral,15,Field,,Lv. 18
922,Pawmo,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,60,75,40,50,40,85,350,Electric,Fighting,Volt Absorb,Natural Cure,Iron Fist,"1'04""","0,4","14,3","6,5",,,,,,2,123,80,Med Fast,50,Yellow,Neutral,15,Field,,Level Up Outside Pokeball (After 1000 Let's Go Steps)
923,Pawmot,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,70,115,70,70,60,105,490,Electric,Fighting,Volt Absorb,Natural Cure,Iron Fist,"2'11""","0,9","90,4",41,,3,,,,,245,45,Med Fast,50,Yellow,Neutral,15,Field,,
924,Tandemaus,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,97,,50,50,45,40,45,75,305,Normal,,Run Away,Pickup,Own Tempo,"1'00""","0,3",4,"1,8",,,,,,1,61,150,Fast,50,White,None,10,Field,Fairy,Lv. 25
925,Maushold (Family of 4),9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,98,,74,75,70,65,75,111,470,Normal,,Friend Guard,Cheek Pouch,Technician,"1'00""","0,3","6,2","2,8",,,,,,2,165,75,Fast,50,White,None,10,Field,Fairy,
"925,1",Maushold (Family of 3),9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,98,,74,75,70,65,75,111,470,Normal,,Friend Guard,Cheek Pouch,Technician,"1'00""","0,3","5,1","2,3",,,,,,2,165,75,Fast,50,White,None,10,Field,Fairy,
926,Fidough,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,,,37,55,70,30,55,65,312,Fairy,,Own Tempo,,Klutz,"1'00""","0,3",24,"10,9",,,,,,1,62,190,Med Slow,50,Yellow,Neutral,20,Field,Mineral,Lv. 26
927,Dachsbun,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,,,57,80,115,50,80,95,477,Fairy,,Well- Baked Body,,Aroma Veil,"1'08""","0,5","32,8","14,9",,,,,,2,167,90,Med Slow,50,Brown,Neutral,20,Field,Mineral,
928,Smoliv,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,,,41,35,45,58,51,30,260,Grass,Normal,Early Bird,,Harvest,"1'00""","0,3","14,3","6,5",,,,1,,,52,255,Med Slow,50,Green,Neutral,20,Grass,,Lv. 25
929,Dolliv,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,,52,53,60,78,78,33,354,Grass,Normal,Early Bird,,Harvest,"2'00""","0,6","26,2","11,9",,,,2,,,124,120,Med Slow,50,Green,Neutral,20,Grass,,Lv. 35
930,Arboliva,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,,,78,69,90,125,109,39,510,Grass,Normal,Seed Sower,,Harvest,"4'07""","1,4","106,3","48,2",,,,3,,,255,45,Med Slow,50,Green,Neutral,20,Grass,,
931,Squawkabilly (Green),9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,,,82,96,51,45,51,92,417,Normal,Flying,Intimidate,Hustle,Guts,"2'00""","0,6","5,3","2,4",,1,,,,,146,190,Erratic,50,Green,Neutral,15,Flying,,
"931,1",Squawkabilly (Blue),9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,,,82,96,51,45,51,92,417,Normal,Flying,Intimidate,Hustle,Guts,"2'00""","0,6","5,3","2,4",,1,,,,,146,190,Erratic,50,Blue,Neutral,15,Flying,,
"931,2",Squawkabilly (Yellow),9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,,,82,96,51,45,51,92,417,Normal,Flying,Intimidate,Hustle,Sheer Force,"2'00""","0,6","5,3","2,4",,1,,,,,146,190,Erratic,50,Yellow,Neutral,15,Flying,,
"931,3",Squawkabilly (White),9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,,,82,96,51,45,51,92,417,Normal,Flying,Intimidate,Hustle,Sheer Force,"2'00""","0,6","5,3","2,4",,1,,,,,146,190,Erratic,50,White,Neutral,15,Flying,,
932,Nacli,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129,,,55,55,75,35,35,25,280,Rock,,Purifying Salt,Sturdy,Clear Body,"1'04""","0,4","35,3",16,,,1,,,,56,255,Med Slow,50,Brown,Neutral,20,Mineral,,Lv. 24
933,Naclstack,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,,,60,60,100,35,65,35,355,Rock,,Purifying Salt,Sturdy,Clear Body,"2'00""","0,6","231,5",105,,,2,,,,124,120,Med Slow,50,Brown,Neutral,20,Mineral,,Lv. 38
934,Garganacl,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,,,100,100,130,45,90,35,500,Rock,,Purifying Salt,Sturdy,Clear Body,"7'07""","2,3","529,1",240,,,3,,,,250,45,Med Slow,50,Brown,Neutral,20,Mineral,,
